
活动连接

  协议  本地地址          外部地址        状态
  TCP    127.0.0.1:3713         127.0.0.1:3714         ESTABLISHED
  TCP    127.0.0.1:3714         127.0.0.1:3713         ESTABLISHED
  TCP    127.0.0.1:3715         127.0.0.1:3716         ESTABLISHED
  TCP    127.0.0.1:3716         127.0.0.1:3715         ESTABLISHED
  TCP    127.0.0.1:3717         127.0.0.1:3718         ESTABLISHED
  TCP    127.0.0.1:3718         127.0.0.1:3717         ESTABLISHED
  TCP    127.0.0.1:3719         127.0.0.1:3720         ESTABLISHED
  TCP    127.0.0.1:3720         127.0.0.1:3719         ESTABLISHED
  TCP    127.0.0.1:3721         127.0.0.1:3722         ESTABLISHED
  TCP    127.0.0.1:3722         127.0.0.1:3721         ESTABLISHED
  TCP    127.0.0.1:3723         127.0.0.1:3724         ESTABLISHED
  TCP    127.0.0.1:3724         127.0.0.1:3723         ESTABLISHED
  TCP    127.0.0.1:3725         127.0.0.1:3726         ESTABLISHED
  TCP    127.0.0.1:3726         127.0.0.1:3725         ESTABLISHED
  TCP    127.0.0.1:3727         127.0.0.1:3728         ESTABLISHED
  TCP    127.0.0.1:3728         127.0.0.1:3727         ESTABLISHED
  TCP    127.0.0.1:3733         127.0.0.1:3664         ESTABLISHED
  TCP    127.0.0.1:4301         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:6845         127.0.0.1:6846         ESTABLISHED
  TCP    127.0.0.1:6846         127.0.0.1:6845         ESTABLISHED
  TCP    127.0.0.1:6942         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:8588         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:8588         127.0.0.1:1531         ESTABLISHED
  TCP    127.0.0.1:8886         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:8888         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:8889         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:8889         127.0.0.1:9442         ESTABLISHED
  TCP    127.0.0.1:8889         127.0.0.1:9450         ESTABLISHED
  TCP    127.0.0.1:9387         127.0.0.1:9388         ESTABLISHED
  TCP    127.0.0.1:9388         127.0.0.1:9387         ESTABLISHED
  TCP    127.0.0.1:9442         127.0.0.1:8889         ESTABLISHED
  TCP    127.0.0.1:9443         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:9443         127.0.0.1:9459         ESTABLISHED
  TCP    127.0.0.1:9444         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:9444         127.0.0.1:9449         ESTABLISHED
  TCP    127.0.0.1:9444         127.0.0.1:9458         ESTABLISHED
  TCP    127.0.0.1:9445         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:9445         127.0.0.1:9461         ESTABLISHED
  TCP    127.0.0.1:9446         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:9447         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:9447         127.0.0.1:9448         ESTABLISHED
  TCP    127.0.0.1:9447         127.0.0.1:9460         ESTABLISHED
  TCP    127.0.0.1:9448         127.0.0.1:9447         ESTABLISHED
  TCP    127.0.0.1:9449         127.0.0.1:9444         ESTABLISHED
  TCP    127.0.0.1:9450         127.0.0.1:8889         ESTABLISHED
  TCP    127.0.0.1:9453         127.0.0.1:9454         ESTABLISHED
  TCP    127.0.0.1:9454         127.0.0.1:9453         ESTABLISHED
  TCP    127.0.0.1:9455         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:9456         127.0.0.1:9457         ESTABLISHED
  TCP    127.0.0.1:9457         127.0.0.1:9456         ESTABLISHED
  TCP    127.0.0.1:9458         127.0.0.1:9444         ESTABLISHED
  TCP    127.0.0.1:9459         127.0.0.1:9443         ESTABLISHED
  TCP    127.0.0.1:9460         127.0.0.1:9447         ESTABLISHED
  TCP    127.0.0.1:9461         127.0.0.1:9445         ESTABLISHED
  TCP    127.0.0.1:9993         0.0.0.0:0              LISTENING
  TCP    127.0.0.1:10250        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:10822        127.0.0.1:63342        ESTABLISHED
  TCP    127.0.0.1:10823        127.0.0.1:63342        ESTABLISHED
  TCP    127.0.0.1:10824        127.0.0.1:63342        ESTABLISHED
  TCP    127.0.0.1:10825        127.0.0.1:63342        ESTABLISHED
  TCP    127.0.0.1:10826        127.0.0.1:63342        ESTABLISHED
  TCP    127.0.0.1:10827        127.0.0.1:63342        ESTABLISHED
  TCP    127.0.0.1:10969        127.0.0.1:50000        SYN_SENT
  TCP    127.0.0.1:12997        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:14055        127.0.0.1:14056        ESTABLISHED
  TCP    127.0.0.1:14056        127.0.0.1:14055        ESTABLISHED
  TCP    127.0.0.1:14057        127.0.0.1:27000        ESTABLISHED
  TCP    127.0.0.1:18886        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:27000        127.0.0.1:14057        ESTABLISHED
  TCP    127.0.0.1:27017        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:57670        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:63342        0.0.0.0:0              LISTENING
  TCP    127.0.0.1:63342        127.0.0.1:3492         ESTABLISHED
  TCP    127.0.0.1:63342        127.0.0.1:10822        ESTABLISHED
  TCP    127.0.0.1:63342        127.0.0.1:10823        ESTABLISHED
  TCP    127.0.0.1:63342        127.0.0.1:10824        ESTABLISHED
  TCP    127.0.0.1:63342        127.0.0.1:10825        ESTABLISHED
  TCP    127.0.0.1:63342        127.0.0.1:10826        ESTABLISHED
  TCP    127.0.0.1:63342        127.0.0.1:10827        ESTABLISHED
  TCP    172.17.168.129:139     0.0.0.0:0              LISTENING
  TCP    172.17.168.129:9993    0.0.0.0:0              LISTENING
  TCP    172.17.168.129:51709   0.0.0.0:0              LISTENING
  TCP    172.17.168.129:51710   0.0.0.0:0              LISTENING
  TCP    192.168.5.120:139      0.0.0.0:0              LISTENING
  TCP    192.168.5.120:1559     192.168.5.1:7890       ESTABLISHED
  TCP    192.168.5.120:1567     221.181.99.47:8080     ESTABLISHED
  TCP    192.168.5.120:1582     198.18.39.185:5228     ESTABLISHED
  TCP    192.168.5.120:4035     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:4038     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:4043     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:4048     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:4051     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:4057     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:4417     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:4420     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:4423     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:5425     198.18.51.175:443      CLOSE_WAIT
  TCP    192.168.5.120:6261     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:6264     192.168.5.1:7890       CLOSE_WAIT
  TCP    192.168.5.120:8789     198.18.53.56:443       ESTABLISHED
  TCP    192.168.5.120:8791     120.232.18.180:14000   ESTABLISHED
  TCP    192.168.5.120:8816     198.18.53.136:443      CLOSE_WAIT
  TCP    192.168.5.120:8904     198.18.53.136:443      CLOSE_WAIT
  TCP    192.168.5.120:8905     198.18.53.136:443      CLOSE_WAIT
  TCP    192.168.5.120:8906     198.18.53.136:443      CLOSE_WAIT
  TCP    192.168.5.120:8960     198.18.53.146:443      CLOSE_WAIT
  TCP    192.168.5.120:8966     198.18.53.146:443      CLOSE_WAIT
  TCP    192.168.5.120:9138     198.18.51.254:443      CLOSE_WAIT
  TCP    192.168.5.120:9568     198.18.53.185:443      CLOSE_WAIT
  TCP    192.168.5.120:9583     192.168.5.187:8080     ESTABLISHED
  TCP    192.168.5.120:9616     198.18.39.182:443      ESTABLISHED
  TCP    192.168.5.120:9621     198.18.38.253:443      ESTABLISHED
  TCP    192.168.5.120:9910     198.18.46.197:443      ESTABLISHED
  TCP    192.168.5.120:9917     198.18.44.213:443      ESTABLISHED
  TCP    192.168.5.120:9918     198.18.44.213:443      ESTABLISHED
  TCP    192.168.5.120:9919     198.18.44.213:443      ESTABLISHED
  TCP    192.168.5.120:9920     198.18.44.213:443      ESTABLISHED
  TCP    192.168.5.120:9921     198.18.44.213:443      ESTABLISHED
  TCP    192.168.5.120:9922     198.18.44.213:443      ESTABLISHED
  TCP    192.168.5.120:9938     198.18.46.204:443      ESTABLISHED
  TCP    192.168.5.120:9965     198.18.0.155:443       ESTABLISHED
  TCP    192.168.5.120:9993     0.0.0.0:0              LISTENING
  TCP    192.168.5.120:10168    49.4.37.120:5223       ESTABLISHED
  TCP    192.168.5.120:10230    198.18.44.239:443      ESTABLISHED
  TCP    192.168.5.120:10372    198.18.52.117:443      ESTABLISHED
  TCP    192.168.5.120:10379    198.18.53.32:443       ESTABLISHED
  TCP    192.168.5.120:10722    192.168.5.1:7890       ESTABLISHED
  TCP    192.168.5.120:10725    192.168.5.1:7890       ESTABLISHED
  TCP    192.168.5.120:10932    198.18.40.18:443       ESTABLISHED
  TCP    192.168.5.120:10950    112.49.56.248:80       ESTABLISHED
  TCP    192.168.5.120:10967    204.80.128.1:443       ESTABLISHED
  TCP    192.168.5.120:13986    192.168.5.1:7890       ESTABLISHED
  TCP    192.168.5.120:14440    198.18.52.106:443      CLOSE_WAIT
  TCP    192.168.5.120:14442    198.18.52.107:443      CLOSE_WAIT
  TCP    192.168.5.120:14447    198.18.52.108:443      CLOSE_WAIT
  TCP    192.168.5.120:14449    198.18.49.108:443      CLOSE_WAIT
  TCP    192.168.5.120:14567    89.221.218.101:22067   ESTABLISHED
  TCP    192.168.5.120:14757    198.18.40.3:443        ESTABLISHED
  TCP    192.168.5.120:22330    192.168.5.1:22330      ESTABLISHED
  TCP    192.168.5.120:22330    192.168.196.232:22330  ESTABLISHED
  TCP    192.168.5.120:51709    0.0.0.0:0              LISTENING
  TCP    192.168.5.120:51710    0.0.0.0:0              LISTENING
  TCP    [::]:80                [::]:0                 LISTENING
  TCP    [::]:135               [::]:0                 LISTENING
  TCP    [::]:445               [::]:0                 LISTENING
  TCP    [::]:808               [::]:0                 LISTENING
  TCP    [::]:1048              [::]:0                 LISTENING
  TCP    [::]:3306              [::]:0                 LISTENING
  TCP    [::]:3389              [::]:0                 LISTENING
  TCP    [::]:22330             [::]:0                 LISTENING
  TCP    [::]:33060             [::]:0                 LISTENING
  TCP    [::]:49664             [::]:0                 LISTENING
  TCP    [::]:49665             [::]:0                 LISTENING
  TCP    [::]:49666             [::]:0                 LISTENING
  TCP    [::]:49667             [::]:0                 LISTENING
  TCP    [::]:49668             [::]:0                 LISTENING
  TCP    [::]:49669             [::]:0                 LISTENING
  TCP    [::1]:1024             [::]:0                 LISTENING
  TCP    [::1]:8888             [::]:0                 LISTENING
  TCP    [::1]:8889             [::]:0                 LISTENING
  TCP    [::1]:9993             [::]:0                 LISTENING
  TCP    [::1]:10968            [::1]:50000            SYN_SENT
  TCP    [fe80::ddde:217d:517c:bf8b%5]:1455  [fe80::2e0:4cff:fe12:346b%5]:445  ESTABLISHED
  UDP    0.0.0.0:500            *:*                    
  UDP    0.0.0.0:3389           *:*                    
  UDP    0.0.0.0:4500           *:*                    
  UDP    0.0.0.0:5050           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5355           *:*                    
  UDP    0.0.0.0:22027          *:*                    
  UDP    0.0.0.0:47975          *:*                    
  UDP    0.0.0.0:50682          *:*                    
  UDP    0.0.0.0:54930          *:*                    
  UDP    0.0.0.0:59396          *:*                    
  UDP    0.0.0.0:61230          *:*                    
  UDP    0.0.0.0:61231          *:*                    
  UDP    0.0.0.0:61831          *:*                    
  UDP    0.0.0.0:63704          *:*                    
  UDP    127.0.0.1:1900         *:*                    
  UDP    127.0.0.1:49664        *:*                    
  UDP    127.0.0.1:55589        *:*                    
  UDP    127.0.0.1:55590        *:*                    
  UDP    127.0.0.1:55591        *:*                    
  UDP    127.0.0.1:55592        *:*                    
  UDP    127.0.0.1:55593        *:*                    
  UDP    127.0.0.1:55594        *:*                    
  UDP    127.0.0.1:55738        *:*                    
  UDP    127.0.0.1:65507        *:*                    
  UDP    127.0.0.1:65508        *:*                    
  UDP    127.0.0.1:65509        *:*                    
  UDP    127.0.0.1:65510        *:*                    
  UDP    127.0.0.1:65511        *:*                    
  UDP    127.0.0.1:65512        *:*                    
  UDP    127.0.0.1:65515        *:*                    
  UDP    127.0.0.1:65516        *:*                    
  UDP    127.0.0.1:65517        *:*                    
  UDP    127.0.0.1:65518        *:*                    
  UDP    172.17.168.129:137     *:*                    
  UDP    172.17.168.129:138     *:*                    
  UDP    172.17.168.129:1900    *:*                    
  UDP    172.17.168.129:9993    *:*                    
  UDP    172.17.168.129:51709   *:*                    
  UDP    172.17.168.129:51710   *:*                    
  UDP    172.17.168.129:55736   *:*                    
  UDP    192.168.5.120:137      *:*                    
  UDP    192.168.5.120:138      *:*                    
  UDP    192.168.5.120:1900     *:*                    
  UDP    192.168.5.120:9993     *:*                    
  UDP    192.168.5.120:51709    *:*                    
  UDP    192.168.5.120:51710    *:*                    
  UDP    192.168.5.120:55737    *:*                    
  UDP    [::]:500               *:*                    
  UDP    [::]:3389              *:*                    
  UDP    [::]:4500              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5355              *:*                    
  UDP    [::]:22027             *:*                    
  UDP    [::]:47975             *:*                    
  UDP    [::]:49666             *:*                    
  UDP    [::]:59397             *:*                    
  UDP    [::1]:1900             *:*                    
  UDP    [::1]:55735            *:*                    
  UDP    [fe80::385a:f5f2:ff61:3bc7%14]:1900  *:*                    
  UDP    [fe80::385a:f5f2:ff61:3bc7%14]:55733  *:*                    
  UDP    [fe80::ddde:217d:517c:bf8b%5]:1900  *:*                    
  UDP    [fe80::ddde:217d:517c:bf8b%5]:55734  *:*                    
